Incident_ID,Age,Gender,Race,School_Affiliation,Shooter_Outcome,Shooter_Died,Injury
20221014TNRIM,,,,,Fled/Escaped,false,None
20221013NYSCB,Adult,,,No Relation,Fled/Escaped,false,None
20221013NYSCB,Adult,,,No Relation,Fled/Escaped,false,None
20221013TXJOD,Child,,,Student,Surrendered,false,None
20221012NCCAC,14,Male,,Student,Surrendered,false,None
20221011ORREP,,,,,Fled/Escaped,false,None
20221011KSSAS,15,Male,,Student,Fled/Apprehended,false,None
20221010WIJAM,17,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,Wounded
20221009MAWAA,,,,No Relation,Fled/Escaped,false,None
20221008MOJCK,Teen,,,Student,Fled/Escaped,false,None
20221007MIBAB,,,,,Fled/Escaped,false,None
20221007NCJHG,,,,,Fled/Escaped,false,None
20221007AZCAP,,,,,Fled/Escaped,false,None
20221007OHWHT,,Male,,,Fled/Escaped,false,None
20221006OHMAC,Adult,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20221004MAJB,17,Male,,Student,Fled/Apprehended,false,None
20221004NCPIS,Child,,,No Relation,Fled/Apprehended,false,None
20221003MIOXO,Adult,,,Police Officer/SRO,Law Enforcement,false,None
20221001CACOO,37,Male,,,Fled/Apprehended,false,None
20220930OKMCT,16,Male,,Student,Fled/Apprehended,false,None
20220930NYNEN,,,,,Fled/Escaped,false,None
20220928LASEB,15,Male,,Student,Fled/Apprehended,false,None
20220928CARUO,Adult,,,,Fled/Escaped,false,None
20220928CARUO,Adult,,,,Fled/Escaped,false,None
20220927PAROP,21,Male,Black,No Relation,Fled/Apprehended,false,None
20220927PAROP,17,Male,Black,Student,Fled/Apprehended,false,None
20220927PAROP,15,Male,Black,Student,Fled/Apprehended,false,None
20220927PAROP,16,Male,Black,Student,Fled/Apprehended,false,None
20220927PAROP,16,Male,Black,Student,Fled/Apprehended,false,None
20220927TXHGD,,,,,Fled/Escaped,false,None
20220926GAVAV,,Male,,,Fled/Escaped,false,None
20220923CANOC,Teen,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20220923WIROM,Adult,Male,,No Relation,Fled/Escaped,false,None
20220923PAWEP,,,,,Fled/Escaped,false,None
20220923DEAPM,,,,,Fled/Escaped,false,None
20220923MNRIM,15,Male,,Student,Fled/Apprehended,false,None
20220923MNRIM,16,Male,,Former Student,Fled/Apprehended,false,None
20220922AZMOP,29,Female,Black,Parent,Apprehended/Killed by SRO,false,None
20220921INJAS,Teen,,,Student,Fled/Apprehended,false,None
20220920NYINB,36,Female,,No Relation,Suicide,false,Suicide
20220919FLTRS,Adult,Male,,Police Officer/SRO,Other,false,None
20220919LALAN,Child,Male,,Student,Apprehended/Killed by LE,false,None
20220917GAJOA,19,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20220916GALAA,Adult,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20220916GALAA,Adult,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20220916GALAA,Adult,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20220916NYPSN,Teen,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20220914PACON,Teen,,,Student,Apprehended/Killed by LE,false,None
20220913UTBOB,Teen,Male,,Student,Fled/Apprehended,false,None
20220913MIJAJ,,,,,Fled/Escaped,false,None
20220913MDOXO,,,,,Fled/Escaped,false,None
20220913CAVAV,Teen,Male,,Student,Fled/Escaped,false,None
20220909WIWIR,,,,,Fled/Escaped,false,None
20220909WIMIM,,,,No Relation,Fled/Escaped,false,None
20220907OHBEB,Adult,Male,White,No Relation,Other,false,None
20220907MDCAB,,,,,Fled/Escaped,false,None
20220907WIBAM,17,Male,Black,No Relation,Fled/Apprehended,false,None
20220907WIBAM,27,Male,Black,No Relation,Fled/Apprehended,false,None
20220906IANOS,16,,,Student,Fled/Apprehended,false,None
20220906IANOS,14,,,Student,Fled/Apprehended,false,None
20220904FLBOL,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20220902MDMEB,17,Male,,Rival School Student,Apprehended/Killed by SRO,false,None
20220902INJEL,15,Male,,Student,Fled/Apprehended,false,None
20220831DCIDW,15,Male,,Student,Fled/Apprehended,false,None
20220831NMDEA,17,Male,,Student,Fled/Apprehended,false,None
20220831PAFRP,,,,No Relation,Fled/Escaped,false,None
20220829CAMAO,12,Male,,Student,Fled/Apprehended,false,None
20220827MONOS,42,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20220826OHGAC,,,,,Fled/Escaped,false,None
20220823OHINC,,,,,Fled/Escaped,false,None
20220823OHART,Adult,,,Parent,Fled/Escaped,false,None
20220819LAAKN,12,Female,Black,Student,Fled/Apprehended,false,None
20220819OHGRG,18,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by LE,false,None
20220819TNWEC,16,Male,,,Fled/Apprehended,false,None
20220818FLLER,18,Male,,Former Student,Fled/Apprehended,false,Wounded
20220816TXPOB,Teen,Male,,No Relation,Fled/Apprehended,false,None
20220815CALIS,17,Male,,Student,Apprehended/Killed by SRO,false,None
20220813ARMAL,,,,No Relation,Fled/Escaped,false,None
20220812MISUG,Adult,Male,,No Relation,Fled/Apprehended,false,None
20220812CASIV,,,,,Fled/Escaped,false,None
20220811GAUCB,64,Male,,Other Staff,Fled/Apprehended,false,None
20220810GAMCA,18,Male,,Student,Apprehended/Killed by SRO,false,None
20220809PACHP,Adult,,,No Relation,Fled/Escaped,false,None
20220805MATHL,25,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20220805GAJOJ,27,Male,Black,No Relation,Apprehended/Killed by LE,false,None
20220803PALEP,Adult,Male,,No Relation,Fled/Escaped,false,None
20220731CAOAO,Adult,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20220731CAOAO,Adult,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20220731CAOAO,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20220730NYRHH,,,,No Relation,Fled/Escaped,false,None
20220729INCOS,51,Male,,No Relation,Attempted Suicide,true,Suicide
20220728KSMOG,22,Male,,No Relation,Attempted Suicide,false,Suicide
20220726PALAL,20,Male,White,No Relation,Fled/Apprehended,false,None
20220726TXCOC,Adult,Male,Black,,Fled/Escaped,false,None
20220725NYBRB,Adult,Male,Black,No Relation,Fled/Escaped,false,None
20220720CAJOV,Adult,Male,Hispanic,No Relation,Fled/Escaped,false,None
20220716NYCLS,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20220716GAAPF,Adult,,,No Relation,Fled/Escaped,false,None
20220629CABUA,,,,No Relation,Fled/Escaped,false,None
20220620ILGRC,,,,No Relation,Fled/Escaped,false,None
20220613WAMAE,15,Male,,Student,Fled/Apprehended,false,None
20220610ALBYB,Teen,Male,,Student,Fled/Apprehended,false,None
20220609ALWAG,,,,Police Officer/SRO,Law Enforcement,false,None
20220608ARLIL,,,,No Relation,Fled/Escaped,false,None
20220607MIPED,,,,,Apprehended/Killed by SRO,false,None
20220605INWEG,Teen,,,,Apprehended/Killed by LE,false,None
20220601CAULL,,Male,,,Fled/Escaped,false,None
20220531LAMON,18,Male,Black,,Fled/Apprehended,false,None
20220531LAMON,40,Male,,Relative,Fled/Apprehended,false,None
20220530CAHEL,Adult,Male,,No Relation,Fled/Escaped,false,None
20220529ILDAC,,,,,Fled/Escaped,false,None
20220529ILDAC,,,,,Fled/Escaped,false,None
20220529ILDAC,,,,,Fled/Escaped,false,None
20220526TXDUA,55,Male,White,Relative,Surrendered,false,Wounded
20220526SCMEG,,,,,Fled/Escaped,false,None
20220525ILSTC,,,,,Fled/Escaped,false,None
20220524WIRIM,Teen,Male,,Student,Fled/Escaped,false,None
20220524TXROU,18,Male,,,Apprehended/Killed by LE,true,Fatal
20220524DCPOW,,,,,Fled/Escaped,false,None
20220523PASIP,,,,,Fled/Escaped,false,None
20220520VAPOD,Teen,Male,,Student,Apprehended/Killed by SRO,false,None
20220520TNEAC,,,,No Relation,Fled/Escaped,false,None
20220520OHCAC,Teen,Male,,Student,Fled/Apprehended,false,None
20220520ILSOP,Adult,Female,,No Relation,Apprehended/Killed by LE,false,None
20220520ALMAT,,,,No Relation,Fled/Escaped,false,None
20220519VAGER,,,,,Fled/Escaped,false,None
20220519MIEAK,18,Male,Black,Nonstudent,Fled/Apprehended,false,None
20220519MIEAK,18,Male,Black,Nonstudent,Fled/Apprehended,false,None
20220519MIEAK,,,,,Fled/Escaped,false,None
20220519MIEAK,,,,,Fled/Escaped,false,None
20220519MIEAK,,,,,Fled/Escaped,false,None
20220518TNRIM,17,Male,,Former Student,Fled/Apprehended,false,None
20220518FLPAP,13,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20220517ILWAC,7,,,Student,Surrendered,false,None
20220517CASAS,,,,No Relation,Fled/Escaped,false,None
20220516TXMEM,Teen,,,Student,Apprehended/Killed by LE,false,None
20220515NHBEB,Teen,Male,,No Relation,Fled/Escaped,false,None
20220515NHBEB,Teen,Male,,No Relation,Fled/Escaped,false,None
20220515ILMEP,16,Male,,No Relation,Fled/Apprehended,false,None
20220513GASOM,,,,,Fled/Escaped,false,None
20220513FLALW,,,,Police Officer/SRO,,,
20220512TXHEH,18,Male,,Student,Fled/Apprehended,false,None
20220512ARHOH,25,Male,,,Fled/Apprehended,false,Wounded
20220511FLJAJ,,Male,,,Fled/Escaped,false,None
20220509NYEDS,Adult,Male,,,Fled/Escaped,false,None
20220509GARIS,57,Female,Black,No Relation,Fled/Apprehended,false,None
20220505OHLOL,13,Male,,Student,Suicide,true,Suicide
20220505OHLOL,Adult,Female,White,Parent,Apprehended/Killed by LE,false,None
20220505ALDOD,20,Male,,No Relation,Apprehended/Killed by LE,false,None
20220503CAARS,,,,No Relation,Fled/Escaped,false,None
20220501VALOM,Adult,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20220501OHHAC,,,,,Fled/Escaped,false,None
20220430PAMCJ,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20220427TXMOS,,,,Police Officer/SRO,,,
20220427INCOS,Child,,,Student,Fled/Apprehended,false,None
20220426MIASI,Child,,,Student,Suicide,true,Suicide
20220426GASOM,,,,,Fled/Escaped,false,None
20220426GASOM,Adult,Female,,,Fled/Escaped,false,None
20220425WIWIM,,,,,Fled/Escaped,false,None
20220425WIWIM,,,,,Fled/Escaped,false,None
20220424MOHAF,18,Male,Black,,Fled/Apprehended,false,None
20220424MOHAF,18,Male,Black,,Fled/Apprehended,false,None
20220422ORHOS,Teen,Male,,,Fled/Apprehended,false,None
20220422DCEDW,23,Male,,No Relation,Suicide,true,Suicide
20220422CAMOR,,,,,Fled/Escaped,false,None
20220421NDMOM,,,,Police Officer/SRO,Law Enforcement,false,None
20220416IAMED,Adult,,,,Fled/Escaped,false,None
20220415VAGAW,16,Male,,Student,Fled/Apprehended,false,None
20220414MSNEP,Teen,Male,,Rival School Student,Fled/Apprehended,false,None
20220414MSNEP,Teen,Male,,Rival School Student,Fled/Apprehended,false,None
20220414MSNEP,Teen,Male,,Rival School Student,Fled/Apprehended,false,None
20220413MISHS,11,Male,,Student,Apprehended/Killed by SRO,false,None
20220411ARPIP,Teen,Male,,,Apprehended/Killed by SRO,false,None
20220410MALYL,,,,No Relation,Fled/Escaped,false,None
20220406WVRIR,15,Male,,Student,Subdued by Students/Staff/Other,false,None
20220406WASTM,,,,No Relation,Fled/Escaped,false,None
20220406ORROP,,,,,Fled/Escaped,false,None
20220405PAERE,Minor,Male,,Student,Fled/Apprehended,false,None
20220403INBLB,18,Male,,,Fled/Apprehended,false,None
20220403INBLB,15,,,,Fled/Apprehended,false,None
20220331SCTAG,12,Male,,Student,Fled/Apprehended,false,None
20220331PAACP,8,Male,,Student,Subdued by Students/Staff/Other,false,None
20220330GABOA,31,Female,Black,Parent,Apprehended/Killed by SRO,false,Wounded
20220330AZKIK,14,Male,,Student,Fled/Apprehended,false,None
20220329VALUR,Teen,,,Student,Apprehended/Killed by SRO,false,None
20220329NVWEL,Adult,,,Police Officer/SRO,,false,None
20220328TXNOF,,,,,Fled/Escaped,false,None
20220328NCOAC,18,Male,Black,No Relation,Fled/Apprehended,false,None
20220325UTHIS,Teen,Male,,Student,Fled/Escaped,false,None
20220325UTHIS,Adult,Male,,No Relation,Fled/Escaped,false,None
20220325TXROR,Teen,,,Student,Apprehended/Killed by LE,false,None
20220325TXROR,Teen,,,Student,Apprehended/Killed by LE,false,None
20220325TXROR,Teen,,,Student,Apprehended/Killed by LE,false,None
20220325TXROR,Teen,,,Student,Apprehended/Killed by LE,false,None
20220325TXROR,Teen,,,Student,Apprehended/Killed by LE,false,None
20220325TNBRM,Adult,Male,,No Relation,Fled/Apprehended,false,None
20220324VARIW,20,Male,Black,No Relation,Apprehended/Killed by SRO,false,None
20220322VAJAR,Adult,,,No Relation,Fled/Escaped,false,None
20220322TXWOD,Teen,,,Student,Fled/Escaped,false,None
20220322FLNEN,17,Male,White,Student,Fled/Apprehended,false,None
20220321MSLEP,Adult,Male,,No Relation,Apprehended/Killed by LE,false,None
20220321MIMAK,36,Female,Black,Parent,Fled/Apprehended,false,None
20220321AZDES,31,Male,,No Relation,Apprehended/Killed by LE,false,None
20220319ALCEL,Adult,Male,Black,No Relation,Fled/Apprehended,false,None
20220318RICEP,17,Male,,Student,Fled/Apprehended,false,None
20220318RICEP,18,Male,,Student,Fled/Apprehended,false,None
20220318ILBAB,Teen,Male,,Student,Fled/Apprehended,false,None
20220317AKREW,Teen,Male,,Student,Fled/Escaped,false,None
20220316CALOR,12,Male,,Student,Fled/Apprehended,false,None
20220315WAEIY,15,Male,,Student,Fled/Apprehended,false,None
20220315MDPAB,,,,,Fled/Escaped,false,None
20220315MATEB,16,Male,,,Fled/Apprehended,false,None
20220315MATEB,17,Male,,,Fled/Apprehended,false,None
20220315GAFOF,Adult,,,No Relation,Apprehended/Killed by SRO,false,None
20220314CAKRP,Adult,Male,,Principal/Vice-Principal,Suicide,true,Fatal
20220313PANEP,,,,,Fled/Escaped,false,None
20220311WIJER,Child,,,Student,Apprehended/Killed by LE,false,None
20220311OHMAM,,,,,Fled/Escaped,false,None
20220311OHFAP,43,Male,,No Relation,Surrendered,false,None
20220311CADER,Teen,Male,,Student,Fled/Escaped,false,None
20220310TNHAM,Adult,Female,Black,Parent,Fled/Apprehended,false,None
20220310MDCOL,Adult,Male,,,Fled/Escaped,false,None
20220310COROH,17,Male,,Student,Surrendered,false,None
20220309TXNOH,18,Male,Black,Student,Surrendered,false,None
20220309NMESE,,,,,Fled/Escaped,false,None
20220309FLNOM,18,Male,Black,,Fled/Apprehended,false,None
20220309FLNOM,17,Male,Black,,Fled/Apprehended,false,None
20220307IAEAD,17,Male,,,Fled/Apprehended,false,None
20220307IAEAD,14,Male,,,Fled/Apprehended,false,None
20220307IAEAD,16,Male,Hispanic,,Fled/Apprehended,false,None
20220307IAEAD,17,Male,Hispanic,,Fled/Apprehended,false,None
20220307IAEAD,16,Male,Hispanic,,Fled/Apprehended,false,None
20220307IAEAD,Teen,Male,,,Fled/Apprehended,false,None
20220304KSOLO,18,Male,Black,Student,Apprehended/Killed by SRO,false,Wounded
20220303MIJWL,,Male,,,Fled/Escaped,false,None
20220228NYBOB,Teen,Male,,Student,Fled/Escaped,false,None
20220227DCDUW,,,,,Fled/Escaped,false,None
20220225NMWEA,14,Male,Hispanic,Student,Fled/Apprehended,false,None
20220225ALSOH,10,,,Student,Surrendered,false,Wounded
20220223VAWOW,,,,,Fled/Escaped,false,None
20220222TXALH,Adult,Male,,No Relation,Fled/Escaped,false,None
20220222COLIP,,,,Police Officer/SRO,Law Enforcement,,
20220221MDJOH,Adult,Male,,No Relation,Fled/Escaped,false,None
20220220OKWIW,Adult,Male,,,Fled/Escaped,false,None
20220220MSMCM,Teen,Male,,,Fled/Apprehended,false,None
20220219VACAC,,,,,Fled/Escaped,false,None
20220218MATET,18,Male,,Rival School Student,Fled/Apprehended,false,None
20220218MATET,17,Male,,Rival School Student,Fled/Apprehended,false,None
20220218MATET,17,Male,,Rival School Student,Fled/Apprehended,false,None
20220218MATET,16,Male,,Rival School Student,Fled/Apprehended,false,None
20220217WAMCG,Adult,Male,,Gang Member,Fled/Escaped,false,None
20220214FLLAL,39,Male,Black,,Fled/Apprehended,false,None
20220211DCEAW,,,,,Fled/Escaped,false,None
20220209NYMCB,17,Male,,Student,Fled/Apprehended,false,None
20220209MNMIM,Adult,Male,,No Relation,Fled/Escaped,false,None
20220208NYMOM,,,,,Fled/Escaped,false,None
20220208MDCAC,16,Male,,Student,Fled/Apprehended,false,None
20220204GASOD,Teen,Male,,Student,,false,Wounded
20220204ALWEB,,,,,Fled/Escaped,false,None
20220203NCSPS,,,,,Fled/Escaped,false,None
20220202KYLOR,,,,,Fled/Escaped,false,None
20220201WIRUM,34,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20220201MNSOR,18,Male,Hispanic,Student,Fled/Apprehended,false,None
20220201MNSOR,19,Male,Hispanic,Student,Fled/Apprehended,false,None
20220201ILALC,Adult,Male,,No Relation,Fled/Escaped,false,None
20220129WIBEB,19,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20220128LACAM,Adult,Male,,No Relation,Fled/Escaped,false,None
20220127TXMOH,Adult,Male,,No Relation,Fled/Escaped,false,None
20220126PABAP,,,,,Fled/Escaped,false,None
20220124NVSUL,,,,,Fled/Escaped,false,None
20220124IDDAD,40,Male,White,No Relation,Apprehended/Killed by LE,false,None
20220121MDMAR,17,Male,,Student,Fled/Apprehended,false,None
20220121GAMCA,19,Male,Black,Student,Fled/Apprehended,false,None
20220119VAMAP,19,Male,,,Fled/Apprehended,false,None
20220119VAMAP,18,Male,,,Fled/Apprehended,false,None
20220119VAMAP,Teen,Male,,,Fled/Apprehended,false,None
20220119PAPIP,16,Male,Black,Nonstudent,Fled/Apprehended,false,None
20220119PAPIP,15,Male,Black,Nonstudent,Fled/Apprehended,false,None
20220119FLSES,16,Male,Black,Student,Fled/Apprehended,false,None
20220119DCANW,Adult,Male,,No Relation,Fled/Escaped,false,None
20220117TXPYH,Adult,Male,,No Relation,Fled/Escaped,false,None
20220117TXPYH,Adult,Male,,No Relation,Fled/Escaped,false,None
20220117TXPYH,Adult,Male,,No Relation,Fled/Escaped,false,None
20220114MDGAG,27,Male,Hispanic,No Relation,Apprehended/Killed by LE,false,None
20220111NMVAA,,,,,Fled/Escaped,false,None
20220106CAFLS,Teen,Male,,Student,Fled/Escaped,false,None
20220104ILAUR,16,Male,,Student,Fled/Apprehended,false,None
20220104ILAUR,17,Male,,Student,Fled/Apprehended,false,None
20220103WACHP,Adult,Female,,No Relation,Fled/Apprehended,false,None
20220103OHCOC,,,,No Relation,Fled/Escaped,false,None
20211229NCCAS,Teen,Male,,Student,Fled/Apprehended,false,None
20211229NCCAS,Teen,Male,,Student,Fled/Apprehended,false,None
20211217TXWOD,Teen,Male,White,Student,Fled/Apprehended,false,None
20211216SCEAC,15,Male,,Student,Fled/Apprehended,false,None
20211216NYPSB,Adult,Male,,No Relation,Fled/Escaped,false,None
20211214WISOM,18,Male,Black,Student,Fled/Escaped,false,None
20211214VAMEN,18,Male,Black,Rival School Student,Fled/Apprehended,false,None
20211213NCWEC,Teen,Male,,Student,Fled/Apprehended,false,None
20211213FLEAO,Teen,,,Student,Fled/Escaped,false,None
20211212NYSCR,21,Male,,No Relation,Fled/Escaped,false,None
20211211GAJOG,17,Male,,Student,Fled/Apprehended,false,None
20211211FLEDL,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20211210OHCAC,Adult,Male,,No Relation,Apprehended/Killed by LE,false,None
20211210NCJEC,,,,No Relation,Fled/Apprehended,false,None
20211210NCJEC,,,,No Relation,Fled/Escaped,false,None
20211209NYGRN,Adult,Male,,No Relation,Fled/Escaped,false,None
20211208MOEWK,,Male,,,Fled/Escaped,false,None
20211208KYSTL,,,,No Relation,Fled/Escaped,false,None
20211207ILHAC,23,Male,Black,No Relation,Fled/Apprehended,false,None
20211206NYSUS,16,Male,,Student,Fled/Apprehended,false,None
20211206CAWIW,Adult,Male,,No Relation,Fled/Escaped,false,None
20211206CAWIW,Adult,Male,,No Relation,Fled/Escaped,false,None
20211203ARBLB,19,Male,,No Relation,Fled/Apprehended,false,None
20211202WAGAS,Teen,Male,,,Fled/Escaped,false,None
20211201TXSAP,21,Male,,No Relation,Apprehended/Killed by SRO,false,None
20211130TNHUH,21,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20211130OHWHW,18,Male,,,Surrendered,false,Wounded
20211130MIOXO,15,Male,,Student,Surrendered,false,None
20211130CALOL,,,,No Relation,Fled/Escaped,false,None
20211129ILWER,Teen,Male,,Student,Fled/Escaped,false,None
20211129AZCHP,Teen,Male,,Student,Fled/Escaped,false,None
20211126CAWES,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20211125SCCEP,,,,,Fled/Escaped,false,None
20211124ILTHH,,,,,Fled/Escaped,false,None
20211123OHCLC,Adult,Male,,No Relation,Fled/Escaped,false,None
20211119MDGIB,,,,No Relation,Fled/Escaped,false,None
20211119COHIA,16,Male,,Student,Fled/Apprehended,false,None
20211119COHIA,16,Male,,Student,Fled/Apprehended,false,None
20211119COHIA,16,Male,,Student,Fled/Apprehended,false,None
20211119COHIA,17,Male,,Student,Fled/Apprehended,false,None
20211116NYPSB,45,Male,,No Relation,Apprehended/Killed by SRO,false,None
20211116FLJAJ,Adult,,,No Relation,Fled/Escaped,false,None
20211115NYPOP,13,Male,,Student,Fled/Apprehended,false,None
2021110MOBAP,17,Male,,No Relation,Fled/Apprehended,false,None
20211110NYITI,,,,No Relation,Fled/Escaped,false,None
20211110NCMOM,Teen,,,Student,Suicide,true,Suicide
20211109NMMEL,Adult,Male,,No Relation,Suicide,true,Suicide
20211108NYTHB,Teen,Male,,Student,Fled/Escaped,false,None
20211106FLOVO,Teen,Male,,Student,Fled/Apprehended,false,None
20211102NMHIH,12,Male,Hispanic,Student,Fled/Apprehended,false,None
20211102NMHIH,12,Male,,Student,Fled/Apprehended,false,None
20211030PASTM,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20211027SCCAS,17,Male,,Student,Fled/Apprehended,false,None
20211026MSCAN,,,,,Fled/Escaped,false,None
20211026ILWIC,Adult,Male,,No Relation,Fled/Escaped,false,None
20211022PAPHP,18,Male,,Student,Apprehended/Killed by LE,false,Wounded
20211021NYPSB,Adult,Male,,No Relation,Fled/Apprehended,false,None
20211021GABES,33,Male,White,No Relation,Apprehended/Killed by LE,false,None
20211018PALIP,21,Male,,Relative,Apprehended/Killed by LE,false,None
20211017ARROR,28,Male,,No Relation,Fled/Apprehended,false,None
20211015CAKEF,33,Male,Black,No Relation,Surrendered,false,None
20211015ALWIM,19,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20211014MEREP,,,,No Relation,Fled/Escaped,false,None
20211013PACHD,10,Male,,Student,Subdued by Students/Staff/Other,false,None
20211013PACHD,10,Male,,Student,Subdued by Students/Staff/Other,false,None
20211013ILMCC,,,,No Relation,Fled/Escaped,false,None
20211012OKUNT,Teen,Male,,Student,Fled/Apprehended,false,None
20211012MIELK,,Male,,No Relation,Fled/Escaped,false,None
20211012ILWEC,,,,,Fled/Escaped,false,None
20211012ARLIL,,,,No Relation,Fled/Escaped,false,None
20211011ORROP,,,,,Fled/Escaped,false,None
20211008OKCOC,Teen,,,Student,Apprehended/Killed by LE,false,None
20211007TXEAW,,,,No Relation,Fled/Escaped,false,None
20211007PAANP,,,,,Fled/Escaped,false,None
20211007NCEAD,39,Male,,No Relation,Suicide,true,Suicide
20211007DCWAW,18,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20211006TXTIA,18,Male,Black,Student,Fled/Apprehended,false,None
20211005NDHEH,Teen,,,Student,Suicide,,Suicide
20211005NCGAC,Teen,Male,,Student,Apprehended/Killed by LE,false,None
20211004PASCP,Adult,Male,,No Relation,Apprehended/Killed by LE,false,Wounded
20211004OHWOT,,Male,,,Fled/Escaped,false,None
20211004ILLAC,,,,,Fled/Escaped,false,None
20211001TXYEH,25,Male,Black,Former Student,Surrendered,false,None
20211001NCSEF,,,,,Fled/Escaped,false,None
20211001NCNOD,,,,,Fled/Escaped,false,None
20211001INBEI,16,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,false,None
20211001INBEI,14,Male,,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by LE,false,None
20210930TNCUM,13,Male,,Student,Fled/Apprehended,false,None
20210930MSNEN,6,Male,,Student,Apprehended/Killed by LE,false,None
20210929OHSHS,Adult,Female,,Parent,Fled/Apprehended,false,None
20210928MESOS,,,,,Fled/Escaped,false,None
20210927ILCAC,Child,,,Student,Apprehended/Killed by LE,false,None
20210924VAESE,,,,,Fled/Escaped,false,None
20210924TNSTS,18,Male,Black,Student,Fled/Apprehended,false,None
20210924TNSTS,17,Male,Black,Student,Fled/Apprehended,false,None
20210924MDWIB,,,,No Relation,Fled/Escaped,false,None
20210924ALFAF,,,,,Fled/Escaped,false,None
20210923IDRIR,13,Female,,Student,Apprehended/Killed by SRO,false,None
20210922NYSOB,,,,,Fled/Escaped,false,None
20210922CTLIN,,,,No Relation,Fled/Escaped,false,None
20210921PAVAP,,,,,Fled/Escaped,false,None
20210921OHMIM,,,,,Fled/Escaped,false,None
20210921KSEAW,17,Male,,Student,Fled/Apprehended,false,None
20210921GAFRA,Adult,,,Parent,Fled/Escaped,false,None
20210921FLLAL,Minor,,,,Fled/Apprehended,false,None
20210920VAHEN,15,Male,,Student,Fled/Apprehended,false,None
20210920OHEAC,,Male,,No Relation,Fled/Escaped,false,None
20210920OHEAC,,Male,,No Relation,Fled/Escaped,false,None
20210918COWIC,,,,,Fled/Escaped,false,None
20210917VAHEH,,,,,Fled/Escaped,false,None
20210917TNAUK,,,,,Fled/Escaped,false,None
20210917PAWEP,Teen,,,,Fled/Escaped,false,None
20210917NCPAW,Teen,Male,,,Fled/Escaped,false,None
20210917GASWS,,,,,Fled/Escaped,false,None
20210916WIORM,Adult,Male,,No Relation,Fled/Escaped,false,None
20210916UTPRP,Teen,Male,,Student,Apprehended/Killed by LE,false,None
20210916OHBEC,,,,,Fled/Escaped,false,None
20210915VASPS,Child,,,Student,Apprehended/Killed by LE,false,None
20210915KYMAL,Adult,,,No Relation,Fled/Escaped,false,None
20210915ILCEC,15,Male,Black,Student,Fled/Apprehended,false,None
20210915ILCEC,17,Male,,Student,Fled/Apprehended,false,None
20210914TNLAL,15,Male,,Student,Fled/Apprehended,false,None
20210914MOMCH,Adult,Female,,Parent,Fled/Escaped,false,None
20210914MOMCH,Adult,Female,,Parent,Fled/Escaped,false,None
20210913SCEDC,54,Female,Black,Relative,Fled/Apprehended,false,None
20210910CONOA,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,false,None
20210910CASTP,62,Male,White,No Relation,Apprehended/Killed by LE,false,None
20210909NCSHE,,,,,Fled/Escaped,false,None
20210909MITRF,Teen,Male,,Student,Apprehended/Killed by LE,false,None
20210909ILCHC,Adult,,,No Relation,Fled/Escaped,false,None
